region,date,year,month,mean_ndvi,median_ndvi,stress_share,high_health_share,valid_pixels,bbox
California Central Valley,2020-09-01,2020,9,0.36834877729415894,0.3488500118255615,0.41299348409352243,0.13296282100421616,26090,"-122.8,35.0,-118.2,40.4"
California Central Valley,2020-10-01,2020,10,0.3499986529350281,0.32635000348091125,0.447464254226243,0.109518150803082,26087,"-122.8,35.0,-118.2,40.4"
California Central Valley,2020-11-01,2020,11,0.34693920612335205,0.31885001063346863,0.45783918633659565,0.10961427748992515,26055,"-122.8,35.0,-118.2,40.4"
California Central Valley,2020-12-01,2020,12,0.3479965329170227,0.31885001063346863,0.4569661108122647,0.1197648505340813,26026,"-122.8,35.0,-118.2,40.4"
California Central Valley,2021-01-01,2021,1,0.35180994868278503,0.3338499963283539,0.44232779649204323,0.12061021411700933,25827,"-122.8,35.0,-118.2,40.4"
California Central Valley,2021-02-01,2021,2,0.3847818672657013,0.38635000586509705,0.3723884919868701,0.160339833944777,25895,"-122.8,35.0,-118.2,40.4"
California Central Valley,2021-03-01,2021,3,0.3965492844581604,0.41635000705718994,0.3608478706533091,0.19958998955633775,25853,"-122.8,35.0,-118.2,40.4"
California Central Valley,2021-04-01,2021,4,0.40924450755119324,0.4313499927520752,0.32084381652796595,0.19225856396361526,25835,"-122.8,35.0,-118.2,40.4"
California Central Valley,2021-05-01,2021,5,0.38277390599250793,0.3788500130176544,0.3506638445256879,0.13223013276890513,25985,"-122.8,35.0,-118.2,40.4"
California Central Valley,2021-06-01,2021,6,0.3704342544078827,0.35635000467300415,0.39522495592856594,0.1260443013719629,26094,"-122.8,35.0,-118.2,40.4"
California Central Valley,2021-07-01,2021,7,0.3665114939212799,0.3488500118255615,0.40764282432225457,0.1267422269872875,26116,"-122.8,35.0,-118.2,40.4"
California Central Valley,2021-08-01,2021,8,0.3621712625026703,0.3413499891757965,0.41592683300168376,0.11878157048829022,26132,"-122.8,35.0,-118.2,40.4"
California Central Valley,2021-09-01,2021,9,0.3472019135951996,0.32635000348091125,0.4357648860807965,0.09052268811028144,26115,"-122.8,35.0,-118.2,40.4"
California Central Valley,2021-10-01,2021,10,0.34033292531967163,0.31885001063346863,0.4479398450088238,0.08367221668073352,26066,"-122.8,35.0,-118.2,40.4"
California Central Valley,2021-11-01,2021,11,0.39889830350875854,0.41635000705718994,0.32545931758530183,0.14717461787864752,25908,"-122.8,35.0,-118.2,40.4"
California Central Valley,2021-12-01,2021,12,0.434480220079422,0.45385000109672546,0.30173210161662817,0.26289453425712084,25980,"-122.8,35.0,-118.2,40.4"
California Central Valley,2022-01-01,2022,1,0.416230171918869,0.44635000824928284,0.3537385220813293,0.27650355765790835,25157,"-122.8,35.0,-118.2,40.4"
California Central Valley,2022-02-01,2022,2,0.4149914085865021,0.4388499855995178,0.34866555300881863,0.2558175673050775,25741,"-122.8,35.0,-118.2,40.4"
California Central Valley,2022-03-01,2022,3,0.41688859462738037,0.4388499855995178,0.32483387420800497,0.22280173079894916,25884,"-122.8,35.0,-118.2,40.4"
California Central Valley,2022-04-01,2022,4,0.4070170521736145,0.41635000705718994,0.32385001932740626,0.1804406648627754,25870,"-122.8,35.0,-118.2,40.4"
California Central Valley,2022-05-01,2022,5,0.3849550783634186,0.3788500130176544,0.349277317402197,0.13008286760454807,25945,"-122.8,35.0,-118.2,40.4"
California Central Valley,2022-06-01,2022,6,0.37085622549057007,0.35635000467300415,0.3877902966199126,0.12171380393960297,26094,"-122.8,35.0,-118.2,40.4"
California Central Valley,2022-07-01,2022,7,0.36473357677459717,0.3413499891757965,0.41016222834404653,0.12209213345576982,26136,"-122.8,35.0,-118.2,40.4"
California Central Valley,2022-08-01,2022,8,0.3614180088043213,0.3413499891757965,0.4178053354767099,0.11888085122670035,26127,"-122.8,35.0,-118.2,40.4"
California Central Valley,2022-09-01,2022,9,0.3529149889945984,0.3338499963283539,0.42221541524677414,0.10089213921966535,26117,"-122.8,35.0,-118.2,40.4"
California Central Valley,2022-10-01,2022,10,0.3531918227672577,0.3338499963283539,0.41852618664212865,0.09972394755003451,26082,"-122.8,35.0,-118.2,40.4"
California Central Valley,2022-11-01,2022,11,0.3373771607875824,0.3338499963283539,0.4394291018797865,0.08718186740929837,25854,"-122.8,35.0,-118.2,40.4"
California Central Valley,2022-12-01,2022,12,0.3706832230091095,0.38635000586509705,0.36712690040335094,0.11146447409246044,25784,"-122.8,35.0,-118.2,40.4"
California Central Valley,2023-01-01,2023,1,0.3731709122657776,0.41635000705718994,0.3837784371909001,0.18455324760962744,24264,"-122.8,35.0,-118.2,40.4"
California Central Valley,2023-02-01,2023,2,0.38776540756225586,0.4388499855995178,0.37662389735364876,0.211186848436247,24940,"-122.8,35.0,-118.2,40.4"
California Central Valley,2023-03-01,2023,3,0.4013170599937439,0.4613499939441681,0.3755444682030569,0.26273065652965866,25254,"-122.8,35.0,-118.2,40.4"
California Central Valley,2023-04-01,2023,4,0.4280525743961334,0.491349995136261,0.3303069606571552,0.29009943795936016,25443,"-122.8,35.0,-118.2,40.4"
California Central Valley,2023-05-01,2023,5,0.42737504839897156,0.45385000109672546,0.2706740383484296,0.1970748539387523,25503,"-122.8,35.0,-118.2,40.4"
California Central Valley,2023-06-01,2023,6,0.4136755168437958,0.4088500142097473,0.28286883648411615,0.1662054180471643,25655,"-122.8,35.0,-118.2,40.4"
California Central Valley,2023-07-01,2023,7,0.404913991689682,0.3938499987125397,0.3181642735834491,0.1600277906438166,25908,"-122.8,35.0,-118.2,40.4"
California Central Valley,2023-08-01,2023,8,0.4010447561740875,0.38635000586509705,0.33215615523396413,0.16145253541130858,26051,"-122.8,35.0,-118.2,40.4"
California Central Valley,2023-09-01,2023,9,0.39652764797210693,0.3788500130176544,0.3362075572928643,0.14995784471526022,26094,"-122.8,35.0,-118.2,40.4"
California Central Valley,2023-10-01,2023,10,0.3828696608543396,0.3713499903678894,0.3570496584542175,0.12499040601734591,26058,"-122.8,35.0,-118.2,40.4"
California Central Valley,2023-11-01,2023,11,0.37176936864852905,0.35635000467300415,0.3875192012288787,0.11947004608294931,26040,"-122.8,35.0,-118.2,40.4"
California Central Valley,2023-12-01,2023,12,0.39206603169441223,0.3788500130176544,0.34773093757198803,0.15345926437840743,26046,"-122.8,35.0,-118.2,40.4"
California Central Valley,2024-01-01,2024,1,0.4227728247642517,0.45385000109672546,0.3020898073337477,0.20307644499689248,25744,"-122.8,35.0,-118.2,40.4"
California Central Valley,2024-02-01,2024,2,0.4424765706062317,0.5063499808311462,0.3058194083666111,0.29674717946729734,25793,"-122.8,35.0,-118.2,40.4"
California Central Valley,2024-03-01,2024,3,0.4502476751804352,0.5288500189781189,0.3231027220965603,0.36841900007799705,25642,"-122.8,35.0,-118.2,40.4"
California Central Valley,2024-04-01,2024,4,0.4793147146701813,0.5363500118255615,0.25782767461735684,0.39173335405174425,25742,"-122.8,35.0,-118.2,40.4"
California Central Valley,2024-05-01,2024,5,0.4544030427932739,0.47635000944137573,0.24760909126108335,0.25574011693189297,25827,"-122.8,35.0,-118.2,40.4"
California Central Valley,2024-06-01,2024,6,0.4080354869365692,0.4013499915599823,0.3174999040785788,0.1659056900587039,26063,"-122.8,35.0,-118.2,40.4"
California Central Valley,2024-07-01,2024,7,0.39569291472435,0.3788500130176544,0.3574463198989551,0.16197803039001799,26127,"-122.8,35.0,-118.2,40.4"
California Central Valley,2024-08-01,2024,8,0.38412484526634216,0.3638499975204468,0.38307733558049567,0.14674225303558433,26107,"-122.8,35.0,-118.2,40.4"
California Central Valley,2024-09-01,2024,9,0.37325796484947205,0.35635000467300415,0.3912660409883164,0.12227542616357019,26105,"-122.8,35.0,-118.2,40.4"
California Central Valley,2024-10-01,2024,10,0.365359365940094,0.3488500118255615,0.4067069902763954,0.10948625679503866,26122,"-122.8,35.0,-118.2,40.4"
California Central Valley,2024-11-01,2024,11,0.36491724848747253,0.3488500118255615,0.4075409458785624,0.11261554984465498,26071,"-122.8,35.0,-118.2,40.4"
California Central Valley,2024-12-01,2024,12,0.3851683735847473,0.38635000586509705,0.33898435693920015,0.13107806118517376,25954,"-122.8,35.0,-118.2,40.4"
California Central Valley,2025-01-01,2025,1,0.39895564317703247,0.41635000705718994,0.3249164789060679,0.15084298034340765,25742,"-122.8,35.0,-118.2,40.4"
California Central Valley,2025-02-01,2025,2,0.4126199781894684,0.4388499855995178,0.3189538437729717,0.1972375904360274,25847,"-122.8,35.0,-118.2,40.4"
California Central Valley,2025-03-01,2025,3,0.42359259724617004,0.4613499939441681,0.33307462454887654,0.26896658776048743,25769,"-122.8,35.0,-118.2,40.4"
California Central Valley,2025-04-01,2025,4,0.4423939287662506,0.47635000944137573,0.3015829694323144,0.30049126637554585,25648,"-122.8,35.0,-118.2,40.4"
California Central Valley,2025-05-01,2025,5,0.42689231038093567,0.4388499855995178,0.28548231200463947,0.21538758940653394,25865,"-122.8,35.0,-118.2,40.4"
California Central Valley,2025-06-01,2025,6,0.39812275767326355,0.38635000586509705,0.3446780753587599,0.1681375182257693,26062,"-122.8,35.0,-118.2,40.4"
California Central Valley,2025-07-01,2025,7,0.3878621757030487,0.3713499903678894,0.3742676622630672,0.16251196630289105,26115,"-122.8,35.0,-118.2,40.4"
California Central Valley,2025-08-01,2025,8,0.3855181038379669,0.3638499975204468,0.3837521066339819,0.16025739237015474,26108,"-122.8,35.0,-118.2,40.4"
California Central Valley,2025-09-01,2025,9,0.38175180554389954,0.3638499975204468,0.3798981116175738,0.14317999004098517,26107,"-122.8,35.0,-118.2,40.4"
California Central Valley,2025-10-01,2025,10,0.3908035159111023,0.3788500130176544,0.3575316213108471,0.15032579532387888,26090,"-122.8,35.0,-118.2,40.4"
California Central Valley,2025-11-01,2025,11,0.43701285123825073,0.45385000109672546,0.25986034376918354,0.20710558624923267,26064,"-122.8,35.0,-118.2,40.4"
California Central Valley,2025-12-01,2025,12,0.5020045638084412,0.5513499975204468,0.21241299303944317,0.39276875483372004,25860,"-122.8,35.0,-118.2,40.4"
California Central Valley,2026-01-01,2026,1,0.48341110348701477,0.5513499975204468,0.27066724266582887,0.4121666732121117,25463,"-122.8,35.0,-118.2,40.4"
California Central Valley,2026-02-01,2026,2,0.4894355535507202,0.5588499903678894,0.25892787676028944,0.42838247879872404,25706,"-122.8,35.0,-118.2,40.4"
California Central Valley,2026-03-01,2026,3,0.5129658579826355,0.5813500285148621,0.2166066380078231,0.4621432167615507,25821,"-122.8,35.0,-118.2,40.4"
California Central Valley,2026-04-01,2026,4,nan,nan,nan,nan,0,"-122.8,35.0,-118.2,40.4"
California Central Valley,2026-05-01,2026,5,nan,nan,nan,nan,0,"-122.8,35.0,-118.2,40.4"
Pacific Northwest,2006-01-01,2006,1,0.3700670599937439,0.31885001063346863,0.4728402251989905,0.2287322849932052,25755,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2006-02-01,2006,2,0.41165781021118164,0.3413499891757965,0.4277034302415013,0.2808029533917859,26004,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2006-03-01,2006,3,0.41523024439811707,0.35635000467300415,0.38618954641033343,0.25878642234905375,26632,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2006-04-01,2006,4,0.48529812693595886,0.4688499867916107,0.1969341816422964,0.31469286006622765,26877,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2006-05-01,2006,5,0.5415602326393127,0.5438500046730042,0.1269167783236564,0.41979306237903824,26868,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2006-06-01,2006,6,0.5779452919960022,0.6151000261306763,0.14707190511489993,0.5250926612305411,26980,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2006-07-01,2006,7,0.5522882342338562,0.5888500213623047,0.2355361180089693,0.4884177754716282,26981,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2006-08-01,2006,8,0.5158043503761292,0.5363500118255615,0.3067205097806758,0.4298310610551275,26992,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2006-09-01,2006,9,0.5053302049636841,0.5138499736785889,0.32526015627893196,0.4071769803355183,27003,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2006-10-01,2006,10,0.4968874156475067,0.5063499808311462,0.3271270677249462,0.39807877753875825,26962,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2006-11-01,2006,11,0.4397677183151245,0.4013499915599823,0.3803261636762138,0.2965563356736877,26919,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2006-12-01,2006,12,0.42332106828689575,0.35635000467300415,0.41625423287314406,0.28113720090797456,26873,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2007-01-01,2007,1,0.38803282380104065,0.303849995136261,0.4918133129303749,0.26224177505738333,26140,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2007-02-01,2007,2,0.41757798194885254,0.3413499891757965,0.42758620689655175,0.27316341829085455,26680,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2007-03-01,2007,3,0.45872458815574646,0.4313499927520752,0.28813622337063616,0.3040487786742016,26897,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2007-04-01,2007,4,0.5047034025192261,0.5063499808311462,0.1785276301609127,0.3516667286038129,26909,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2007-05-01,2007,5,0.545355498790741,0.566349983215332,0.14469429474075451,0.4477978070990522,26905,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2007-06-01,2007,6,0.5619946122169495,0.6050999760627747,0.18959576123605915,0.5111712179035903,26989,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2007-07-01,2007,7,0.5386844277381897,0.5738499760627747,0.2618853672985782,0.4649733412322275,27008,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2007-08-01,2007,8,0.5088151693344116,0.5213500261306763,0.32681481481481484,0.419962962962963,27000,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2007-09-01,2007,9,0.4995787441730499,0.5138499736785889,0.338229309260424,0.4102630507972918,27029,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2007-10-01,2007,10,0.5010319948196411,0.5213500261306763,0.3291561619457215,0.41569034554352663,26972,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2007-11-01,2007,11,0.4964638948440552,0.5063499808311462,0.30746678542269723,0.39612558450233804,26946,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2007-12-01,2007,12,0.4590666890144348,0.4088500142097473,0.3607703174957246,0.34589932336976725,26898,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2008-01-01,2008,1,0.3597366511821747,0.28760001063346863,0.5219917754335777,0.2635884140890399,22372,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2008-02-01,2008,2,0.3781268000602722,0.29760000109672546,0.5005450733752621,0.25450733752620547,23850,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2008-03-01,2008,3,0.3862125277519226,0.31885001063346863,0.4554358101720552,0.2329362828512006,26445,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2008-04-01,2008,4,0.428960382938385,0.3938499987125397,0.31408921933085504,0.24460966542750928,26900,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2008-05-01,2008,5,0.5157341361045837,0.5288500189781189,0.18485581395348838,0.39028837209302325,26875,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2008-06-01,2008,6,0.5576472878456116,0.5963500142097473,0.18156186236319793,0.49167130402522724,26955,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2008-07-01,2008,7,0.5447409152984619,0.5813500285148621,0.25023149005518724,0.480351124115708,26999,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2008-08-01,2008,8,0.5201496481895447,0.5438500046730042,0.3029719826788556,0.4398386320737259,27019,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2008-09-01,2008,9,0.5036892294883728,0.5138499736785889,0.33256804295500836,0.41603406776522867,27005,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2008-10-01,2008,10,0.5034886598587036,0.5213500261306763,0.33106206487927714,0.4211968597244853,27004,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2008-11-01,2008,11,0.4829290211200714,0.48385000228881836,0.3339639439127532,0.3893834854217672,26958,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2008-12-01,2008,12,0.49291205406188965,0.491349995136261,0.3140875885341343,0.40564393518003483,26967,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2009-01-01,2009,1,0.39113378524780273,0.303849995136261,0.49005687547900445,0.27949659150498163,24791,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2009-02-01,2009,2,0.39529934525489807,0.31885001063346863,0.46589406548961654,0.2690752119467994,25714,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2009-03-01,2009,3,0.39488670229911804,0.3338499963283539,0.4307778191291403,0.2265723855601042,26870,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2009-04-01,2009,4,0.4670637547969818,0.45385000109672546,0.24668849531180234,0.29602619437416283,26876,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2009-05-01,2009,5,0.5238516926765442,0.5363500118255615,0.16977202573543085,0.3973743910149132,26889,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2009-06-01,2009,6,0.5616585612297058,0.5963500142097473,0.17635946066083863,0.4971106830641577,26996,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2009-07-01,2009,7,0.5436913967132568,0.5738499760627747,0.24982417175643162,0.47429205996668516,27015,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2009-08-01,2009,8,0.5173335075378418,0.5363500118255615,0.3013764523051876,0.43698660549100865,27026,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2009-09-01,2009,9,0.5059775710105896,0.5213500261306763,0.3215250786600037,0.4191375161947066,27015,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2009-10-01,2009,10,0.49461889266967773,0.5063499808311462,0.33170279785065776,0.40663331480452103,26985,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2009-11-01,2009,11,0.48668286204338074,0.48385000228881836,0.31269280802824756,0.3872142724400669,26905,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2009-12-01,2009,12,0.46154549717903137,0.4088500142097473,0.3630987801249628,0.3484082118417138,26888,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2010-01-01,2010,1,0.3696199655532837,0.29760000109672546,0.5016206506033506,0.23345179052602805,25607,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2010-02-01,2010,2,0.43827688694000244,0.3713499903678894,0.37095790115924343,0.31593197071384993,26224,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2010-03-01,2010,3,0.4450007975101471,0.4088500142097473,0.30056379046410037,0.2953739312250308,26783,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2010-04-01,2010,4,0.47724649310112,0.4688499867916107,0.20891975194028742,0.31107727728471163,26929,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2010-05-01,2010,5,0.5451778769493103,0.5588499903678894,0.12694695364484593,0.42845990855358534,26901,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2010-06-01,2010,6,0.5869418382644653,0.6251000165939331,0.10854237791301766,0.5288704170995993,26948,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2010-07-01,2010,7,0.5674512982368469,0.6050999760627747,0.18940039257805266,0.5096848264879078,27001,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2010-08-01,2010,8,0.5339690446853638,0.5588499903678894,0.27644684711371126,0.45980671677713186,27007,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2010-09-01,2010,9,0.5190646648406982,0.5438500046730042,0.31118182490934654,0.4429808332716643,27026,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2010-10-01,2010,10,0.5121400356292725,0.5288500189781189,0.30153321976149916,0.42596844678171986,27002,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2010-11-01,2010,11,0.5144085884094238,0.5213500261306763,0.2501299665800223,0.4224656516895655,26930,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2010-12-01,2010,12,0.39527884125709534,0.3413499891757965,0.4322004936396431,0.2648566546421113,26335,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2011-01-01,2011,1,0.4222084581851959,0.3488500118255615,0.4048994224258116,0.2891854212308305,25105,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2011-02-01,2011,2,0.42839980125427246,0.35635000467300415,0.38964974872444086,0.29190163808646946,26067,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2011-03-01,2011,3,0.3992076814174652,0.3488500118255615,0.3783349525446529,0.2169867722890666,26762,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2011-04-01,2011,4,0.46339619159698486,0.4388499855995178,0.22294703097625526,0.2850486450218064,26827,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2011-05-01,2011,5,0.5374677181243896,0.5438500046730042,0.10772274271210482,0.40483744541077227,26791,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2011-06-01,2011,6,0.5900305509567261,0.6251000165939331,0.08635822671823862,0.5305712585540018,26888,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2011-07-01,2011,7,0.5783215761184692,0.6151000261306763,0.16371189080928714,0.5228469698093613,26962,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2011-08-01,2011,8,0.5458846688270569,0.5738499760627747,0.260882461994809,0.47152391546162403,26970,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2011-09-01,2011,9,0.5249260067939758,0.5363500118255615,0.30819963688910296,0.43614064989440143,26989,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2011-10-01,2011,10,0.5207804441452026,0.5363500118255615,0.31120424285131476,0.437673849349108,26963,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2011-11-01,2011,11,0.49701112508773804,0.4988499879837036,0.3164965670810911,0.4030803488587864,26945,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2011-12-01,2011,12,0.46840059757232666,0.41635000705718994,0.38065858916226863,0.35698357243737455,26906,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2012-01-01,2012,1,0.4324546158313751,0.35635000467300415,0.4309489160043285,0.30392925109145863,26799,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2012-02-01,2012,2,0.399234414100647,0.303849995136261,0.4991971920391322,0.2668683021545125,26781,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2012-03-01,2012,3,0.39719000458717346,0.31885001063346863,0.4577883472057075,0.23528537455410226,26912,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2012-04-01,2012,4,0.47704240679740906,0.4688499867916107,0.251423044012054,0.3251237025186949,26879,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2012-05-01,2012,5,0.5337002277374268,0.5513499975204468,0.1669395653468294,0.424642750818696,26872,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2012-06-01,2012,6,0.5669678449630737,0.6151000261306763,0.17640069802844094,0.5173578880926745,26933,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2012-07-01,2012,7,0.5671796202659607,0.6251000165939331,0.21975985769344797,0.5260154165431367,26984,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2012-08-01,2012,8,0.5340132117271423,0.566349983215332,0.2926115310508374,0.4653920260856677,26988,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2012-09-01,2012,9,0.5080593228340149,0.5213500261306763,0.3331852674440126,0.4249861188228762,27015,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2012-10-01,2012,10,0.5056369304656982,0.5138499736785889,0.3237580513807655,0.4181165321685052,27014,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2012-11-01,2012,11,0.4820464849472046,0.4688499867916107,0.3104690459390203,0.3683663237642515,26927,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2012-12-01,2012,12,0.48674434423446655,0.45385000109672546,0.28403511382234786,0.36661211129296234,26884,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2013-01-01,2013,1,0.4109901189804077,0.35635000467300415,0.418504548480142,0.31546483248280455,22535,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2013-02-01,2013,2,0.41869503259658813,0.35635000467300415,0.39959111248264156,0.29181453479401326,25924,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2013-03-01,2013,3,0.4557851552963257,0.42384999990463257,0.28422187523235926,0.29262398691352515,26898,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2013-04-01,2013,4,0.5038982033729553,0.5063499808311462,0.18766277252771785,0.3515142495721408,26878,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2013-05-01,2013,5,0.5435261130332947,0.566349983215332,0.163160633315989,0.4493421541663569,26906,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2013-06-01,2013,6,0.5694299936294556,0.6151000261306763,0.19045149820363716,0.5258713285677248,26999,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2013-07-01,2013,7,0.5550016760826111,0.6050999760627747,0.24774074074074073,0.5035925925925926,27000,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2013-08-01,2013,8,0.5281707048416138,0.5588499903678894,0.299933372816109,0.4576547231270358,27016,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2013-09-01,2013,9,0.5233408212661743,0.5513499975204468,0.30700910369328693,0.4553696987639701,27022,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2013-10-01,2013,10,0.5301811695098877,0.5588499903678894,0.2600823655993767,0.4574629911327125,26953,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2013-11-01,2013,11,0.518844485282898,0.5138499736785889,0.24427112349117922,0.42399257195914575,26925,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2013-12-01,2013,12,0.5096005201339722,0.491349995136261,0.26333766474846854,0.40939298310748096,26935,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2014-01-01,2014,1,0.4592978060245514,0.3938499987125397,0.3726673161957581,0.35033350820655024,26686,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2014-02-01,2014,2,0.4456312656402588,0.3713499903678894,0.3921188148369281,0.3233450257481902,26798,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2014-03-01,2014,3,0.46056658029556274,0.42384999990463257,0.2892866445875042,0.3044691697986827,26873,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2014-04-01,2014,4,0.49715662002563477,0.491349995136261,0.19444341131401793,0.3390486108528285,26887,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2014-05-01,2014,5,0.5463783144950867,0.566349983215332,0.14817434026873116,0.4501060780883612,26867,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2014-06-01,2014,6,0.5606271624565125,0.6050999760627747,0.19203113417346182,0.5090066716085989,26980,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2014-07-01,2014,7,0.5413988828659058,0.5813500285148621,0.27584036724418776,0.4859321782911299,27012,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2014-08-01,2014,8,0.5211010575294495,0.5513499975204468,0.3170072560343551,0.45453872353028285,27012,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2014-09-01,2014,9,0.5059574842453003,0.5213500261306763,0.3368877040986338,0.42745010922285165,27009,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2014-10-01,2014,10,0.508901834487915,0.5363500118255615,0.33599970373662186,0.43639595600488834,27003,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2014-11-01,2014,11,0.5167039632797241,0.5363500118255615,0.28002673995394783,0.44016935304166976,26926,"-125.0,42.0,-116.0,49.0"
Pacific Northwest,2014-12-01,2014,12,0.504446268081665,0.47635000944137573,0.2832614835736584,0.41244239631336405,26908,"-125.0,42.0,-116.0,49.0"
